timestamp,x,y,raw_x,raw_y
1741945265804,203.6000,210.6000,205.0000,212.0000
1741945265832,201.6000,208.4000,192.0000,198.0000
1741945265858,196.2000,202.8000,177.0000,183.0000
1741945265880,190.4000,196.8000,178.0000,184.0000
1741945265906,187.4000,193.6000,185.0000,191.0000
1741945265929,234.4000,209.6000,440.0000,292.0000
1741945265967,307.6000,236.0000,558.0000,330.0000
1741945265991,375.6000,262.2000,517.0000,314.0000
1741945266018,454.6000,293.0000,573.0000,338.0000
1741945266042,516.0000,316.0000,492.0000,306.0000
1741945266070,521.8000,316.6000,469.0000,295.0000
1741945266097,499.2000,308.0000,445.0000,287.0000
1741945266135,523.8000,318.0000,640.0000,364.0000
1741945266166,536.6000,323.8000,637.0000,367.0000
1741945266203,568.6000,336.0000,652.0000,367.0000
1741945266234,600.4000,349.2000,628.0000,361.0000
1741945266269,653.4000,372.4000,710.0000,403.0000
1741945266296,658.0000,382.2000,663.0000,413.0000
1741945266333,663.8000,390.4000,666.0000,408.0000
1741945266366,655.2000,396.4000,609.0000,397.0000
1741945266400,652.2000,402.0000,613.0000,389.0000
1741945266422,641.4000,401.6000,656.0000,401.0000
1741945266449,639.6000,403.4000,654.0000,422.0000
1741945266482,630.6000,402.0000,621.0000,401.0000
1741945266519,646.0000,407.8000,686.0000,426.0000
1741945266550,655.0000,411.6000,658.0000,408.0000
1741945266586,654.8000,410.2000,655.0000,394.0000
1741945266613,664.4000,408.0000,702.0000,411.0000
1741945266650,679.0000,411.6000,694.0000,419.0000
1741945266681,668.8000,405.4000,635.0000,395.0000
1741945266703,662.2000,401.2000,625.0000,387.0000
1741945266729,664.4000,403.4000,666.0000,405.0000
1741945266765,653.2000,399.2000,646.0000,390.0000
1741945266793,651.6000,396.6000,686.0000,406.0000
1741945266822,659.8000,398.0000,676.0000,402.0000
1741945266849,676.8000,403.8000,710.0000,416.0000
1741945266875,675.4000,400.8000,659.0000,390.0000
1741945266903,680.0000,402.6000,669.0000,399.0000
1741945266935,671.2000,398.8000,642.0000,387.0000
1741945266963,666.4000,394.6000,652.0000,381.0000
1741945266992,652.2000,388.6000,639.0000,386.0000
1741945267034,653.8000,390.4000,667.0000,399.0000
1741945267063,655.8000,392.8000,679.0000,411.0000
1741945267100,656.4000,395.2000,645.0000,399.0000
1741945267131,668.8000,406.8000,714.0000,439.0000
1741945267159,676.0000,411.8000,675.0000,411.0000
1741945267203,678.4000,417.8000,679.0000,429.0000
1741945267232,674.6000,419.8000,660.0000,421.0000
1741945267268,668.4000,417.6000,614.0000,388.0000
1741945267296,652.6000,410.8000,635.0000,405.0000
1741945267325,645.8000,409.8000,641.0000,406.0000
1741945267368,637.6000,403.0000,638.0000,395.0000
1741945267396,620.8000,392.0000,576.0000,366.0000
1741945267435,605.4000,382.4000,537.0000,340.0000
1741945267464,589.8000,370.4000,557.0000,345.0000
1741945267491,564.6000,355.0000,515.0000,329.0000
1741945267535,539.0000,342.0000,510.0000,330.0000
1741945267563,515.0000,329.8000,456.0000,305.0000
1741945267600,492.2000,319.4000,423.0000,288.0000
1741945267627,418.2000,289.0000,187.0000,193.0000
1741945267655,355.4000,264.8000,201.0000,208.0000
1741945267677,291.8000,238.4000,192.0000,198.0000
1741945267704,240.4000,218.6000,199.0000,206.0000
1741945267734,234.8000,219.4000,395.0000,292.0000
1741945267756,292.0000,244.0000,473.0000,316.0000
1741945267781,367.6000,273.2000,579.0000,354.0000
1741945267815,443.2000,304.0000,570.0000,352.0000
1741945267841,485.4000,322.6000,410.0000,299.0000
1741945267870,527.8000,337.0000,607.0000,364.0000
1741945267899,552.0000,345.8000,594.0000,360.0000
1741945267935,554.4000,346.2000,591.0000,356.0000
1741945267963,561.0000,350.4000,603.0000,373.0000
1741945268001,596.0000,363.6000,585.0000,365.0000
1741945268036,572.0000,353.8000,487.0000,315.0000
1741945268066,584.0000,357.8000,654.0000,380.0000
1741945268093,610.0000,369.4000,721.0000,414.0000
1741945268117,624.2000,373.2000,674.0000,392.0000
1741945268145,627.0000,372.0000,599.0000,359.0000
1741945268172,653.8000,383.4000,621.0000,372.0000
1741945268198,652.8000,385.0000,649.0000,388.0000
1741945268236,637.6000,378.4000,645.0000,381.0000
1741945268264,628.8000,374.6000,630.0000,373.0000
1741945268292,618.8000,371.2000,549.0000,342.0000
1741945268337,616.6000,369.8000,610.0000,365.0000
1741945268365,615.0000,368.4000,641.0000,381.0000
1741945268402,606.4000,365.2000,602.0000,365.0000
1741945268432,611.2000,368.0000,654.0000,387.0000
1741945268459,625.4000,373.4000,620.0000,369.0000
1741945268489,619.6000,370.6000,581.0000,351.0000
1741945268517,616.4000,368.4000,625.0000,370.0000
1741945268550,614.0000,366.6000,590.0000,356.0000
1741945268577,591.8000,356.4000,543.0000,336.0000
1741945268605,580.0000,353.4000,561.0000,354.0000
1741945268631,575.4000,354.0000,558.0000,354.0000
1741945268660,540.2000,340.8000,449.0000,304.0000
1741945268688,508.8000,328.6000,433.0000,295.0000
1741945268714,489.4000,321.8000,446.0000,302.0000
1741945268740,467.8000,310.0000,453.0000,295.0000
1741945268782,442.2000,298.2000,430.0000,295.0000
1741945268808,458.4000,304.4000,530.0000,335.0000
1741945268835,474.4000,311.0000,513.0000,328.0000
1741945268863,470.6000,308.2000,427.0000,288.0000
1741945268889,469.4000,310.4000,447.0000,306.0000
1741945268917,481.4000,315.8000,490.0000,322.0000
1741945268950,460.0000,308.0000,423.0000,296.0000
1741945268972,441.4000,301.0000,420.0000,293.0000
1741945269000,425.8000,297.0000,349.0000,268.0000
1741945269035,377.2000,278.0000,204.0000,211.0000
1741945269063,320.4000,256.2000,206.0000,213.0000
1741945269090,275.8000,238.4000,200.0000,207.0000
1741945269135,232.2000,221.6000,202.0000,209.0000
1741945269161,204.4000,211.4000,210.0000,217.0000
1741945269204,204.2000,211.2000,203.0000,210.0000
1741945269230,206.4000,213.6000,217.0000,225.0000
1741945269257,209.8000,217.0000,217.0000,224.0000
1741945269300,212.6000,219.8000,216.0000,223.0000
1741945269327,213.4000,220.6000,214.0000,221.0000
1741945269366,217.4000,224.6000,223.0000,230.0000
1741945269394,216.0000,223.0000,210.0000,217.0000
1741945269422,214.2000,221.2000,208.0000,215.0000
1741945269448,210.0000,216.8000,195.0000,201.0000
1741945269474,206.4000,213.2000,196.0000,203.0000
1741945269501,203.2000,210.0000,207.0000,214.0000
1741945269532,261.2000,231.6000,500.0000,325.0000
1741945269567,307.8000,249.2000,441.0000,303.0000
1741945269590,357.6000,269.2000,444.0000,301.0000
1741945269618,455.8000,308.8000,687.0000,401.0000
1741945269650,538.8000,341.2000,622.0000,376.0000
1741945269687,553.8000,348.6000,575.0000,362.0000
1741945269714,573.8000,357.2000,541.0000,346.0000
1741945269741,593.0000,365.2000,540.0000,341.0000
1741945269767,557.0000,349.8000,507.0000,324.0000
1741945269795,531.6000,339.0000,495.0000,322.0000
1741945269823,514.0000,331.6000,487.0000,325.0000
1741945269850,497.2000,325.0000,457.0000,313.0000
1741945269876,469.0000,313.2000,399.0000,282.0000
1741945269902,459.0000,310.4000,457.0000,310.0000
1741945269930,471.2000,317.2000,556.0000,356.0000
1741945269966,481.4000,322.0000,538.0000,349.0000
1741945270000,494.2000,326.2000,521.0000,334.0000
1741945270027,525.0000,340.4000,553.0000,353.0000
1741945270055,539.8000,345.2000,531.0000,334.0000
1741945270082,528.4000,339.4000,499.0000,327.0000
1741945270109,529.6000,337.6000,544.0000,340.0000
1741945270134,545.6000,344.2000,601.0000,367.0000
1741945270168,533.4000,338.0000,492.0000,322.0000
1741945270196,537.6000,340.4000,552.0000,346.0000
1741945270224,539.0000,340.4000,506.0000,327.0000
1741945270266,544.8000,344.2000,573.0000,359.0000
1741945270295,546.2000,344.8000,608.0000,370.0000
1741945270331,577.0000,358.2000,646.0000,389.0000
1741945270367,579.2000,360.4000,563.0000,357.0000
1741945270402,605.2000,371.0000,636.0000,380.0000
1741945270434,628.0000,379.8000,687.0000,403.0000
1741945270469,630.6000,380.2000,621.0000,372.0000
1741945270497,630.6000,379.2000,646.0000,384.0000
1741945270540,662.8000,391.8000,724.0000,420.0000
1741945270570,662.0000,390.8000,632.0000,375.0000
1741945270600,650.2000,385.2000,628.0000,375.0000
1741945270627,659.2000,389.8000,666.0000,395.0000
1741945270649,683.8000,401.0000,769.0000,440.0000
1741945270683,693.4000,405.4000,772.0000,442.0000
1741945270718,701.8000,410.4000,674.0000,400.0000
1741945270750,709.6000,414.6000,667.0000,396.0000
1741945270787,720.2000,419.6000,719.0000,420.0000
1741945270812,728.4000,422.0000,810.0000,452.0000
1741945270853,710.2000,412.2000,681.0000,393.0000
1741945270887,734.6000,420.0000,796.0000,439.0000
1741945270918,751.0000,424.6000,749.0000,419.0000
1741945270954,764.2000,426.0000,785.0000,427.0000
1741945270984,753.8000,419.4000,758.0000,419.0000
1741945271020,766.6000,422.4000,745.0000,408.0000
1741945271043,755.2000,417.0000,739.0000,412.0000
1741945271070,741.2000,410.6000,679.0000,387.0000
1741945271097,708.0000,398.2000,619.0000,365.0000
1741945271133,690.8000,391.8000,672.0000,387.0000
1741945271163,696.2000,393.6000,772.0000,417.0000
1741945271201,686.6000,388.0000,691.0000,384.0000
1741945271230,684.4000,387.0000,668.0000,382.0000
1741945271259,710.2000,395.4000,748.0000,407.0000
1741945271286,718.4000,396.6000,713.0000,393.0000
1741945271309,707.8000,392.8000,719.0000,398.0000
1741945271337,726.8000,401.2000,786.0000,426.0000
1741945271367,741.4000,405.8000,741.0000,405.0000
1741945271405,747.4000,410.4000,778.0000,430.0000
1741945271429,763.0000,418.0000,791.0000,431.0000
1741945271469,767.8000,418.6000,743.0000,401.0000
1741945271501,769.8000,419.4000,796.0000,430.0000
1741945271537,764.2000,415.4000,713.0000,385.0000
1741945271569,758.8000,410.6000,751.0000,406.0000
1741945271597,755.6000,409.0000,775.0000,423.0000
1741945271635,759.2000,411.0000,761.0000,411.0000
1741945271662,756.4000,408.2000,782.0000,416.0000
1741945271690,771.2000,415.0000,787.0000,419.0000
1741945271732,771.8000,413.8000,754.0000,400.0000
1741945271767,759.4000,407.0000,713.0000,389.0000
1741945271805,756.2000,402.8000,745.0000,390.0000
1741945271834,749.4000,399.6000,748.0000,400.0000
1741945271868,726.2000,389.6000,671.0000,369.0000
1741945271896,722.2000,386.4000,734.0000,384.0000
1741945271936,719.6000,383.2000,700.0000,373.0000
1741945271972,710.6000,378.8000,700.0000,368.0000
1741945272004,690.2000,369.6000,646.0000,354.0000
1741945272032,678.8000,364.6000,614.0000,344.0000
1741945272063,663.0000,359.0000,655.0000,356.0000
1741945272102,655.8000,355.4000,664.0000,355.0000
1741945272137,637.8000,350.6000,610.0000,344.0000
1741945272166,632.4000,349.4000,619.0000,348.0000
1741945272203,636.4000,353.0000,634.0000,362.0000
1741945272231,637.2000,357.8000,659.0000,380.0000
1741945272269,641.8000,364.0000,687.0000,386.0000
1741945272301,631.8000,359.8000,560.0000,323.0000
1741945272332,635.6000,363.8000,638.0000,368.0000
1741945272367,627.2000,362.0000,592.0000,353.0000
1741945272396,616.6000,359.6000,606.0000,368.0000
1741945272433,602.2000,356.0000,615.0000,368.0000
1741945272471,625.8000,371.0000,678.0000,398.0000
1741945272499,629.2000,375.4000,655.0000,390.0000
1741945272537,639.4000,383.8000,643.0000,395.0000
1741945272572,654.0000,391.6000,679.0000,407.0000
1741945272603,655.8000,394.8000,624.0000,384.0000
1741945272630,647.8000,392.2000,638.0000,385.0000
1741945272667,644.6000,391.2000,639.0000,385.0000
1741945272701,645.6000,391.2000,648.0000,395.0000
1741945272738,648.0000,393.0000,691.0000,416.0000
1741945272772,657.6000,398.2000,672.0000,410.0000
1741945272796,662.4000,402.4000,662.0000,406.0000
1741945272834,662.2000,405.4000,638.0000,400.0000
1741945272868,653.2000,401.6000,603.0000,376.0000
1741945272894,651.0000,400.4000,680.0000,410.0000
1741945272922,652.4000,400.8000,679.0000,412.0000
1741945272949,648.4000,399.4000,642.0000,399.0000
1741945272976,660.2000,404.0000,697.0000,423.0000
1741945273004,673.6000,411.0000,670.0000,411.0000
1741945273032,661.0000,405.8000,617.0000,384.0000
1741945273060,643.4000,398.6000,591.0000,376.0000
1741945273089,647.4000,400.2000,662.0000,407.0000
1741945273117,635.0000,394.6000,635.0000,395.0000
1741945273144,637.6000,395.8000,683.0000,417.0000
1741945273171,653.4000,403.6000,696.0000,423.0000
1741945273196,677.6000,414.6000,712.0000,431.0000
1741945273233,695.6000,422.6000,752.0000,447.0000
1741945273272,703.2000,425.6000,673.0000,410.0000
1741945273296,695.0000,421.0000,642.0000,394.0000
1741945273337,691.2000,418.4000,677.0000,410.0000
1741945273367,697.2000,419.8000,742.0000,438.0000
1741945273398,692.4000,416.6000,728.0000,431.0000
1741945273435,714.0000,422.8000,781.0000,441.0000
1741945273471,751.8000,436.2000,831.0000,461.0000
1741945273503,784.4000,448.8000,840.0000,473.0000
1741945273536,783.0000,446.0000,735.0000,424.0000
1741945273569,766.6000,436.8000,646.0000,385.0000
1741945273605,754.6000,431.6000,721.0000,415.0000
1741945273636,725.8000,421.0000,687.0000,408.0000
1741945273660,718.6000,414.8000,804.0000,442.0000
1741945273688,723.4000,414.4000,759.0000,422.0000
1741945273716,745.2000,422.2000,755.0000,424.0000
1741945273751,741.2000,420.0000,701.0000,404.0000
1741945273780,755.0000,425.0000,756.0000,433.0000
1741945273808,738.0000,418.6000,719.0000,410.0000
1741945273851,708.0000,408.6000,609.0000,372.0000
1741945273876,684.2000,400.6000,636.0000,384.0000
1741945273902,678.2000,400.2000,671.0000,402.0000
1741945273926,669.2000,394.0000,711.0000,402.0000
1741945273966,673.0000,396.0000,738.0000,420.0000
1741945273998,703.6000,406.8000,762.0000,426.0000
1741945274034,717.2000,410.2000,704.0000,401.0000
1741945274064,730.2000,412.0000,736.0000,411.0000
1741945274099,720.0000,407.4000,660.0000,379.0000
1741945274125,713.0000,404.6000,703.0000,406.0000
1741945274147,673.2000,389.2000,563.0000,349.0000
1741945274179,693.4000,396.6000,805.0000,438.0000
1741945274219,687.0000,396.0000,704.0000,408.0000
1741945274251,715.4000,408.6000,802.0000,442.0000
1741945274286,725.0000,411.4000,751.0000,420.0000
1741945274314,749.6000,422.6000,686.0000,405.0000
1741945274350,707.0000,407.6000,592.0000,363.0000
1741945274385,731.0000,420.4000,824.0000,472.0000
1741945274417,739.4000,427.8000,844.0000,479.0000
1741945274453,734.0000,429.8000,724.0000,430.0000
1741945274481,741.4000,433.6000,723.0000,424.0000
1741945274519,767.6000,448.2000,723.0000,436.0000
1741945274549,725.4000,433.4000,613.0000,398.0000
1741945274586,694.6000,420.6000,690.0000,415.0000
1741945274618,707.8000,424.2000,790.0000,448.0000
1741945274650,701.6000,420.8000,692.0000,407.0000
1741945274687,678.6000,405.6000,608.0000,360.0000
1741945274716,683.4000,401.4000,637.0000,377.0000
1741945274753,680.6000,396.8000,676.0000,392.0000
1741945274779,671.0000,387.2000,742.0000,400.0000
1741945274817,677.8000,386.4000,726.0000,403.0000
1741945274854,684.0000,391.4000,639.0000,385.0000
1741945274879,699.8000,399.2000,716.0000,416.0000
1741945274919,705.0000,403.2000,702.0000,412.0000
1741945274954,702.6000,405.8000,730.0000,413.0000
1741945274982,716.6000,418.4000,796.0000,466.0000
1741945275018,723.0000,424.4000,671.0000,415.0000
1741945275053,711.8000,423.6000,660.0000,412.0000
1741945275083,712.0000,427.2000,703.0000,430.0000
1741945275121,709.4000,429.2000,717.0000,423.0000
1741945275149,701.2000,422.2000,755.0000,431.0000
1741945275176,692.0000,416.8000,625.0000,388.0000
1741945275205,689.6000,416.0000,648.0000,408.0000
1741945275232,653.8000,400.2000,524.0000,351.0000
1741945275259,656.8000,404.4000,732.0000,444.0000
1741945275285,632.8000,397.4000,635.0000,396.0000
1741945275313,651.0000,405.6000,716.0000,429.0000
1741945275339,645.2000,402.2000,619.0000,391.0000
1741945275366,653.4000,408.4000,565.0000,382.0000
1741945275389,641.2000,400.6000,671.0000,405.0000
1741945275415,656.6000,406.8000,712.0000,427.0000
1741945275445,623.2000,393.4000,549.0000,362.0000
1741945275482,621.6000,392.8000,611.0000,388.0000
1741945275521,615.0000,387.2000,532.0000,354.0000
1741945275552,604.0000,387.6000,616.0000,407.0000
1741945275584,541.4000,362.8000,399.0000,303.0000
1741945275614,527.4000,353.0000,479.0000,313.0000
1741945275659,512.0000,347.6000,534.0000,361.0000
1741945275688,529.8000,350.8000,621.0000,370.0000
1741945275716,526.4000,344.6000,599.0000,376.0000
1741945275754,577.8000,362.8000,656.0000,394.0000
1741945275784,598.4000,372.0000,582.0000,359.0000
1741945275820,611.6000,374.2000,600.0000,372.0000
1741945275851,605.8000,375.0000,592.0000,374.0000
1741945275887,603.4000,385.6000,587.0000,429.0000
1741945275916,592.4000,394.8000,601.0000,440.0000
1741945275951,584.2000,404.6000,541.0000,408.0000
1741945275981,565.4000,410.2000,506.0000,400.0000
1741945276017,551.8000,411.2000,524.0000,379.0000
1741945276039,535.0000,401.2000,503.0000,379.0000
1741945276066,497.2000,375.2000,412.0000,310.0000
1741945276093,485.8000,366.0000,484.0000,362.0000
1741945276123,481.6000,355.6000,485.0000,348.0000
1741945276145,482.6000,355.4000,529.0000,378.0000
1741945276185,490.4000,361.6000,542.0000,410.0000
1741945276219,511.6000,381.0000,518.0000,407.0000
1741945276250,521.8000,386.8000,535.0000,391.0000
1741945276284,533.2000,397.2000,542.0000,400.0000
1741945276317,538.2000,402.6000,554.0000,405.0000
1741945276350,533.2000,398.0000,517.0000,387.0000
1741945276384,536.2000,394.2000,533.0000,388.0000
1741945276418,541.6000,398.6000,562.0000,413.0000
1741945276450,532.0000,392.8000,494.0000,371.0000
1741945276486,533.8000,399.2000,563.0000,437.0000
1741945276517,546.8000,407.6000,582.0000,429.0000
1741945276566,548.4000,405.8000,541.0000,379.0000
1741945276599,539.8000,391.0000,519.0000,339.0000
1741945276634,561.0000,395.8000,600.0000,395.0000
1741945276667,547.4000,379.6000,495.0000,356.0000
1741945276701,523.2000,358.0000,461.0000,321.0000
1741945276733,495.4000,345.0000,402.0000,314.0000
1741945276768,465.4000,338.6000,369.0000,307.0000
1741945276801,422.2000,325.2000,384.0000,328.0000
1741945276833,388.4000,310.8000,326.0000,284.0000
1741945276867,357.4000,302.0000,306.0000,277.0000
1741945276900,343.8000,298.8000,334.0000,298.0000
1741945276934,340.4000,299.0000,352.0000,308.0000
1741945276967,329.2000,292.2000,328.0000,294.0000
1741945276998,304.0000,276.8000,200.0000,207.0000
1741945277037,283.0000,263.0000,201.0000,208.0000
1741945277065,256.4000,245.0000,201.0000,208.0000
1741945277098,227.8000,226.6000,209.0000,216.0000
1741945277133,204.0000,211.0000,209.0000,216.0000
1741945277188,204.6000,211.6000,203.0000,210.0000
1741945277219,206.2000,213.2000,209.0000,216.0000
1741945277248,208.6000,215.6000,213.0000,220.0000
1741945277281,208.4000,215.4000,208.0000,215.0000
1741945277317,208.4000,215.4000,209.0000,216.0000
1741945277349,209.8000,216.6000,210.0000,216.0000
1741945277384,210.0000,216.8000,210.0000,217.0000
1741945277417,207.8000,214.4000,202.0000,208.0000
1741945277451,207.8000,214.4000,208.0000,215.0000
1741945277483,207.0000,213.6000,205.0000,212.0000
1741945277537,206.8000,213.6000,209.0000,216.0000
1741945277587,205.8000,212.6000,205.0000,212.0000
1741945277617,205.6000,212.6000,201.0000,208.0000
1741945277670,205.8000,212.8000,209.0000,216.0000
1741945277701,204.0000,211.0000,196.0000,203.0000
1741945277736,201.2000,208.0000,195.0000,201.0000
1741945277770,199.8000,206.6000,198.0000,205.0000
1741945277800,199.8000,206.6000,201.0000,208.0000
1741945277835,246.0000,237.8000,440.0000,372.0000
1741945277867,286.8000,266.6000,400.0000,347.0000
1741945277898,313.2000,286.2000,327.0000,299.0000
1741945277930,332.8000,300.8000,296.0000,278.0000
1741945277971,368.0000,325.8000,377.0000,333.0000
1741945278003,359.2000,319.6000,396.0000,341.0000
1741945278036,336.8000,304.6000,288.0000,272.0000
1741945278069,333.8000,302.8000,312.0000,290.0000
1741945278099,350.0000,314.0000,377.0000,334.0000
1741945278132,339.2000,306.0000,323.0000,293.0000
1741945278167,323.2000,296.0000,316.0000,291.0000
1741945278204,316.6000,289.6000,255.0000,240.0000
1741945278233,311.4000,284.6000,286.0000,265.0000
1741945278274,298.8000,271.6000,314.0000,269.0000
1741945278304,296.8000,266.6000,313.0000,268.0000
1741945278331,290.0000,257.4000,282.0000,245.0000
1741945278359,298.8000,261.8000,299.0000,262.0000
1741945278387,309.8000,270.0000,341.0000,306.0000
1741945278415,309.8000,273.6000,314.0000,287.0000
1741945278454,309.6000,272.6000,312.0000,263.0000
1741945278485,320.4000,282.6000,336.0000,295.0000
1741945278518,320.0000,282.0000,297.0000,259.0000
1741945278552,313.8000,274.2000,310.0000,267.0000
1741945278582,295.0000,259.2000,220.0000,212.0000
1741945278618,276.6000,249.0000,220.0000,212.0000
1741945278654,263.8000,239.8000,272.0000,249.0000
1741945278686,262.8000,240.8000,292.0000,264.0000
1741945278721,244.0000,231.2000,216.0000,219.0000
1741945278755,252.8000,239.2000,264.0000,252.0000
1741945278783,261.4000,246.8000,263.0000,250.0000
1741945278810,257.0000,245.2000,250.0000,241.0000
1741945278836,237.2000,233.4000,193.0000,205.0000
1741945278862,234.2000,231.6000,201.0000,210.0000
1741945278898,219.8000,222.6000,192.0000,207.0000
1741945278935,209.6000,215.0000,212.0000,212.0000
1741945278970,202.0000,208.0000,212.0000,206.0000
1741945279001,200.4000,208.0000,185.0000,205.0000
1741945279037,202.6000,209.4000,212.0000,217.0000
1741945279069,205.8000,211.0000,208.0000,215.0000
1741945279103,204.6000,212.0000,206.0000,217.0000
1741945279135,202.6000,213.6000,202.0000,214.0000
1741945279163,206.8000,215.0000,206.0000,212.0000
1741945279190,208.4000,215.2000,220.0000,218.0000
1741945279234,211.0000,213.6000,221.0000,207.0000
1741945279269,214.4000,212.6000,223.0000,212.0000
1741945279297,212.0000,212.6000,190.0000,214.0000
1741945279336,209.8000,212.0000,195.0000,209.0000
1741945279365,207.0000,211.0000,206.0000,213.0000
1741945279394,200.4000,211.8000,188.0000,211.0000
1741945279421,197.8000,213.0000,210.0000,218.0000
1741945279448,201.0000,213.4000,206.0000,216.0000
1741945279476,204.4000,215.6000,212.0000,220.0000
1741945279498,203.8000,216.4000,203.0000,217.0000
1741945279525,207.4000,218.0000,206.0000,219.0000
1741945279569,203.8000,217.2000,192.0000,214.0000
1741945279596,201.8000,215.6000,196.0000,208.0000
1741945279638,198.2000,212.8000,194.0000,206.0000
1741945279670,198.8000,213.4000,206.0000,220.0000
1741945279702,198.2000,213.0000,203.0000,217.0000
1741945279736,200.4000,213.2000,203.0000,215.0000
1741945279765,202.2000,214.6000,205.0000,215.0000
1741945279793,202.6000,215.0000,196.0000,208.0000
1741945279820,201.2000,213.0000,199.0000,210.0000
1741945279844,203.2000,213.6000,213.0000,220.0000
1741945279885,204.8000,214.4000,211.0000,219.0000
1741945279913,206.6000,216.0000,214.0000,223.0000
1741945279951,210.4000,219.4000,215.0000,225.0000
1741945279981,212.4000,221.0000,209.0000,218.0000
1741945280009,211.4000,220.4000,208.0000,217.0000
1741945280036,210.0000,219.0000,204.0000,212.0000
1741945280069,208.4000,217.2000,206.0000,214.0000
1741945280096,205.4000,213.6000,200.0000,207.0000
1741945280124,203.8000,211.6000,201.0000,208.0000
1741945280168,202.2000,209.8000,200.0000,208.0000
1741945280196,201.2000,208.6000,199.0000,206.0000
1741945280230,200.2000,207.8000,201.0000,210.0000
1741945280254,201.8000,209.6000,208.0000,216.0000
1741945280277,202.8000,211.0000,206.0000,215.0000
1741945280300,204.4000,212.6000,208.0000,216.0000
1741945280325,204.8000,213.0000,201.0000,208.0000
1741945280349,205.2000,213.0000,203.0000,210.0000
1741945280381,204.8000,212.6000,206.0000,214.0000
1741945280417,205.2000,212.6000,208.0000,215.0000
1741945280446,205.4000,212.8000,209.0000,217.0000
1741945280477,207.4000,215.2000,211.0000,220.0000
1741945280518,209.4000,217.8000,213.0000,223.0000
1741945280546,210.0000,218.6000,209.0000,218.0000
