inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,calibrationClick.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,tracking_resp.keys,tracking_resp.rt
,,,,,,,0.014214327,0.221961868,1,0,0,,0,19,19,13,1,0,0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.211964973,0.436894718,1,0,0,calibration_square,0,20,20,9,1,-0.22,0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.014214327,-0.215401475,1,0,0,,0,21,21,11,1,0,-0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.044204955,0.087628866,1,0,0,,0,22,22,20,1,0.44,-0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.427210285,0.418150576,1,0,0,,0,23,23,24,1,0.44,0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.224461106,0.229459525,1,0,0,calibration_square,0,24,24,8,1,-0.22,0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.21977507,-0.428459875,1,0,0,,0,25,25,15,1,0.22,-0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.652139994,0.43814433,1,0,0,calibration_square,0,26,26,33,1,0.66,0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.224461106,-0.439081537,1,0,0,calibration_square,0,27,27,5,1,-0.22,-0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.423773811,0.445017181,1,0,0,,0,28,28,4,1,-0.44,0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.430334347,-0.211652647,1,0,0,calibration_square,0,29,29,21,1,0.44,-0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.660262418,-0.229147142,1,0,0,calibration_square,0,30,30,30,1,0.66,-0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.440955951,-0.007341494,1,0,0,calibration_square,0,31,31,22,1,0.44,0,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.413152121,-0.219150304,1,0,0,,0,32,32,1,1,-0.44,-0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.617463288,0.191346445,1,0,0,,0,33,33,28,1,-0.66,0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,,,,,,,,,,,,,,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,space,14.9009
