inst1_resp.keys,inst1_resp.rt,calibrationMouse.x,calibrationMouse.y,calibrationMouse.leftButton,calibrationMouse.midButton,calibrationMouse.rightButton,calibrationClick.x,calibrationClick.y,calibrationClick.leftButton,calibrationClick.midButton,calibrationClick.rightButton,calibrationClick.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,calibration_x,calibration_y,participant,session,date,expName,psychopyVersion,OS,frameRate,tracking_resp.keys,tracking_resp.rt
space,7.8064,0.069821931,0.029522024,1,0,0,0.221649485,0.433770692,1,0,0,calibration_square,0,0,0,19,1,0.22,0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.203217725,0.010777882,1,0,0,,0,1,1,7,1,-0.22,0,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.128865979,0.041393305,0,0,0,,0,2,2,18,1,0.22,0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.021399544,0.010153058,1,0,0,,0,3,3,12,1,0,0,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.001093427,-0.13042801,0,0,0,,0,4,4,10,1,0,-0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.233833177,-0.215401475,1,0,0,,0,5,5,6,1,-0.22,-0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.445017163,0.220087454,1,0,0,calibration_square,0,6,6,3,1,-0.44,0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.436894711,-0.435332709,1,0,0,calibration_square,0,7,7,0,1,-0.44,-0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.212277413,-0.198531747,1,0,0,,0,8,8,16,1,0.22,-0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.226023194,-0.009840675,1,0,0,calibration_square,0,9,9,17,1,0.22,0,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.690253046,0.220087454,1,0,0,,0,10,10,32,1,0.66,0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.684005037,-0.01983757,1,0,0,,0,11,11,31,1,0.66,0,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.461574508,0.208840968,1,0,0,,0,12,12,23,1,0.44,0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.01983757,0.416900964,1,0,0,,0,13,13,14,1,0,0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.659325211,0.004529815,1,0,0,calibration_square,0,14,14,27,1,-0.66,0,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,0.688378632,-0.439706361,1,0,0,,0,15,15,29,1,0.66,-0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.428147435,-0.007966261,1,0,0,,0,16,16,2,1,-0.44,0,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.647453916,-0.426585461,1,0,0,,0,17,17,25,1,-0.66,-0.44,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
,,,,,,,-0.68056857,-0.237269622,1,0,0,,0,18,18,26,1,-0.66,-0.22,,001,2025-02-27_24h58.08.601,demo_eye_tracking2,2021.2.3,Win32,60.97560976,,
